Destination;Origin;Product;Year;dist_km;Euros
PT;IE;2;2013;1504.637094;10172091
IE;PT;2;2013;1504.637094;1308650
PT;IE;3;2013;1504.637094;3582275
PT;IE;4;2013;1504.637094;282385
IE;PT;4;2013;1504.637094;30152
PT;IE;6;2013;1504.637094;14123
PT;IE;7;2013;1504.637094;212365
IE;PT;7;2013;1504.637094;566799
PT;IE;8;2013;1504.637094;391
IE;PT;8;2013;1504.637094;4209050
PT;IE;9;2013;1504.637094;96563
IE;PT;9;2013;1504.637094;5575
IE;PT;11;2013;1504.637094;4488
PT;IE;12;2013;1504.637094;776
PT;IE;13;2013;1504.637094;172994
PT;IE;15;2013;1504.637094;173854
PT;IE;16;2013;1504.637094;453792
IE;PT;16;2013;1504.637094;2576017
PT;IE;17;2013;1504.637094;28252
PT;IE;18;2013;1504.637094;282512
IE;PT;18;2013;1504.637094;16150
PT;IE;19;2013;1504.637094;2840987
IE;PT;19;2013;1504.637094;1276352
PT;IE;20;2013;1504.637094;20677057
IE;PT;20;2013;1504.637094;715263
IE;PT;1;2014;1504.637094;512275
PT;IE;2;2014;1504.637094;15864876
IE;PT;2;2014;1504.637094;806744
PT;IE;3;2014;1504.637094;5665649
IE;PT;3;2014;1504.637094;257014
PT;IE;4;2014;1504.637094;762513
IE;PT;4;2014;1504.637094;28453
PT;IE;5;2014;1504.637094;4711
PT;IE;6;2014;1504.637094;544
PT;IE;7;2014;1504.637094;194560
IE;PT;7;2014;1504.637094;835890
IE;PT;8;2014;1504.637094;5545026
PT;IE;9;2014;1504.637094;105605
IE;PT;9;2014;1504.637094;11946
IE;PT;10;2014;1504.637094;2072
IE;PT;11;2014;1504.637094;808
PT;IE;12;2014;1504.637094;7191
IE;PT;12;2014;1504.637094;139283
PT;IE;13;2014;1504.637094;14440
IE;PT;13;2014;1504.637094;1814
IE;PT;15;2014;1504.637094;2482
PT;IE;16;2014;1504.637094;1021019
IE;PT;16;2014;1504.637094;5904015
PT;IE;17;2014;1504.637094;87696
IE;PT;17;2014;1504.637094;13899
PT;IE;18;2014;1504.637094;385233
IE;PT;18;2014;1504.637094;48404
PT;IE;19;2014;1504.637094;2227558
IE;PT;19;2014;1504.637094;1019961
PT;IE;20;2014;1504.637094;29221400
IE;PT;20;2014;1504.637094;519116
PT;IE;1;2015;1504.637094;66132
IE;PT;1;2015;1504.637094;16544
PT;IE;2;2015;1504.637094;13511302
IE;PT;2;2015;1504.637094;169677
PT;IE;3;2015;1504.637094;3430075
IE;PT;3;2015;1504.637094;694838
PT;IE;4;2015;1504.637094;1099038
IE;PT;4;2015;1504.637094;48408
PT;IE;5;2015;1504.637094;8096
PT;IE;6;2015;1504.637094;6770
PT;IE;7;2015;1504.637094;44708
IE;PT;7;2015;1504.637094;1257912
IE;PT;8;2015;1504.637094;4618170
PT;IE;9;2015;1504.637094;104362
IE;PT;9;2015;1504.637094;206583
PT;IE;10;2015;1504.637094;2752
IE;PT;10;2015;1504.637094;738
PT;IE;11;2015;1504.637094;1030
IE;PT;11;2015;1504.637094;812
PT;IE;12;2015;1504.637094;611
IE;PT;12;2015;1504.637094;111215
PT;IE;13;2015;1504.637094;15296
IE;PT;13;2015;1504.637094;192
PT;IE;15;2015;1504.637094;94095
IE;PT;15;2015;1504.637094;24700
PT;IE;16;2015;1504.637094;1690533
IE;PT;16;2015;1504.637094;545850
PT;IE;17;2015;1504.637094;61966
IE;PT;17;2015;1504.637094;19845
PT;IE;18;2015;1504.637094;279771
IE;PT;18;2015;1504.637094;71948
PT;IE;19;2015;1504.637094;3386441
IE;PT;19;2015;1504.637094;3024825
PT;IE;20;2015;1504.637094;23665462
IE;PT;20;2015;1504.637094;1069773
PT;IE;2;2016;1504.637094;11806998
PT;IE;3;2016;1504.637094;4246906
IE;PT;3;2016;1504.637094;372654
PT;IE;4;2016;1504.637094;950960
IE;PT;4;2016;1504.637094;59073
PT;IE;5;2016;1504.637094;23846
PT;IE;7;2016;1504.637094;504402
IE;PT;7;2016;1504.637094;1817742
PT;IE;8;2016;1504.637094;39247
IE;PT;8;2016;1504.637094;2527753
PT;IE;9;2016;1504.637094;89491
IE;PT;9;2016;1504.637094;319644
IE;PT;11;2016;1504.637094;1235
PT;IE;12;2016;1504.637094;71471
IE;PT;12;2016;1504.637094;1564
PT;IE;13;2016;1504.637094;236389
IE;PT;15;2016;1504.637094;19419
PT;IE;16;2016;1504.637094;3000555
IE;PT;16;2016;1504.637094;69506
PT;IE;17;2016;1504.637094;41138
PT;IE;18;2016;1504.637094;262599
IE;PT;18;2016;1504.637094;59844
PT;IE;19;2016;1504.637094;2775531
IE;PT;19;2016;1504.637094;5714783
PT;IE;20;2016;1504.637094;26614056
IE;PT;20;2016;1504.637094;453545
GB;ES;1;2007;1505.258329;94736
ES;GB;1;2007;1505.258329;12467520
GB;ES;2;2007;1505.258329;60536172
ES;GB;2;2007;1505.258329;20920277
GB;ES;3;2007;1505.258329;18657530
ES;GB;3;2007;1505.258329;285496002
GB;ES;4;2007;1505.258329;30379548
ES;GB;4;2007;1505.258329;36942716
GB;ES;5;2007;1505.258329;7250134
ES;GB;5;2007;1505.258329;2980483
GB;ES;6;2007;1505.258329;14665915
ES;GB;6;2007;1505.258329;356879
GB;ES;7;2007;1505.258329;788577246
ES;GB;7;2007;1505.258329;34023004
GB;ES;8;2007;1505.258329;518218283
ES;GB;8;2007;1505.258329;10737612
GB;ES;9;2007;1505.258329;13640521
ES;GB;9;2007;1505.258329;3762031
GB;ES;10;2007;1505.258329;60373956
ES;GB;10;2007;1505.258329;154499711
GB;ES;11;2007;1505.258329;2579014
ES;GB;11;2007;1505.258329;13408764
GB;ES;12;2007;1505.258329;665309
ES;GB;12;2007;1505.258329;1240632
GB;ES;13;2007;1505.258329;18239910
ES;GB;13;2007;1505.258329;1557848
GB;ES;14;2007;1505.258329;682080
ES;GB;14;2007;1505.258329;234825
GB;ES;15;2007;1505.258329;85904857
ES;GB;15;2007;1505.258329;4871313
GB;ES;16;2007;1505.258329;38200740
ES;GB;16;2007;1505.258329;33750171
GB;ES;17;2007;1505.258329;34925500
ES;GB;17;2007;1505.258329;16764532
GB;ES;18;2007;1505.258329;14003113
ES;GB;18;2007;1505.258329;13653762
GB;ES;19;2007;1505.258329;44737180
ES;GB;19;2007;1505.258329;65234323
GB;ES;20;2007;1505.258329;215067028
ES;GB;20;2007;1505.258329;14587511
GB;ES;1;2008;1505.258329;138230
ES;GB;1;2008;1505.258329;10836100
GB;ES;2;2008;1505.258329;78483799
ES;GB;2;2008;1505.258329;22980874
GB;ES;3;2008;1505.258329;13829560
ES;GB;3;2008;1505.258329;229626275
GB;ES;4;2008;1505.258329;28613982
ES;GB;4;2008;1505.258329;28729672
GB;ES;5;2008;1505.258329;5992848
ES;GB;5;2008;1505.258329;2630120
GB;ES;6;2008;1505.258329;14062067
ES;GB;6;2008;1505.258329;4840116
GB;ES;7;2008;1505.258329;740196266
ES;GB;7;2008;1505.258329;45307305
GB;ES;8;2008;1505.258329;567783413
ES;GB;8;2008;1505.258329;10367520
GB;ES;9;2008;1505.258329;14513529
ES;GB;9;2008;1505.258329;9443990
GB;ES;10;2008;1505.258329;55877006
ES;GB;10;2008;1505.258329;135294143
GB;ES;11;2008;1505.258329;1978843
ES;GB;11;2008;1505.258329;16177659
GB;ES;12;2008;1505.258329;8524730
ES;GB;12;2008;1505.258329;4588586
GB;ES;13;2008;1505.258329;9554489
ES;GB;13;2008;1505.258329;2056145
GB;ES;14;2008;1505.258329;1036402
ES;GB;14;2008;1505.258329;257246
GB;ES;15;2008;1505.258329;86621756
ES;GB;15;2008;1505.258329;7954040
GB;ES;16;2008;1505.258329;50709439
ES;GB;16;2008;1505.258329;21315131
GB;ES;17;2008;1505.258329;34677735
ES;GB;17;2008;1505.258329;24190860
GB;ES;18;2008;1505.258329;13340159
ES;GB;18;2008;1505.258329;18692792
GB;ES;19;2008;1505.258329;66691401
ES;GB;19;2008;1505.258329;65850417
GB;ES;20;2008;1505.258329;248688660
ES;GB;20;2008;1505.258329;13844687
GB;ES;1;2009;1505.258329;14521
ES;GB;1;2009;1505.258329;8227177
GB;ES;2;2009;1505.258329;78295862
ES;GB;2;2009;1505.258329;31726868
GB;ES;3;2009;1505.258329;12018073
ES;GB;3;2009;1505.258329;206219270
GB;ES;4;2009;1505.258329;35643888
ES;GB;4;2009;1505.258329;25323848
GB;ES;5;2009;1505.258329;6334639
ES;GB;5;2009;1505.258329;2920077
GB;ES;6;2009;1505.258329;11685711
ES;GB;6;2009;1505.258329;2776378
GB;ES;7;2009;1505.258329;663064749
ES;GB;7;2009;1505.258329;54293604
GB;ES;8;2009;1505.258329;497609521
ES;GB;8;2009;1505.258329;30011610
GB;ES;9;2009;1505.258329;26724615
ES;GB;9;2009;1505.258329;12997458
GB;ES;10;2009;1505.258329;39232209
ES;GB;10;2009;1505.258329;167129707
GB;ES;11;2009;1505.258329;2996340
ES;GB;11;2009;1505.258329;7770524
GB;ES;12;2009;1505.258329;2224538
ES;GB;12;2009;1505.258329;4563058
GB;ES;13;2009;1505.258329;5282105
ES;GB;13;2009;1505.258329;3425372
GB;ES;14;2009;1505.258329;6108
ES;GB;14;2009;1505.258329;196903
GB;ES;15;2009;1505.258329;81614419
ES;GB;15;2009;1505.258329;10022977
GB;ES;16;2009;1505.258329;41773945
ES;GB;16;2009;1505.258329;26899350
GB;ES;17;2009;1505.258329;33191463
ES;GB;17;2009;1505.258329;22208574
GB;ES;18;2009;1505.258329;11744443
ES;GB;18;2009;1505.258329;19472284
GB;ES;19;2009;1505.258329;76919045
ES;GB;19;2009;1505.258329;52704237
GB;ES;20;2009;1505.258329;258677744
ES;GB;20;2009;1505.258329;16113505
GB;ES;1;2010;1505.258329;86610
ES;GB;1;2010;1505.258329;8881930
GB;ES;2;2010;1505.258329;75915204
ES;GB;2;2010;1505.258329;38840664
GB;ES;3;2010;1505.258329;18316146
ES;GB;3;2010;1505.258329;217025679
GB;ES;4;2010;1505.258329;34926193
ES;GB;4;2010;1505.258329;34487940
GB;ES;5;2010;1505.258329;7544391
ES;GB;5;2010;1505.258329;2586140
GB;ES;6;2010;1505.258329;10638102
ES;GB;6;2010;1505.258329;1844356
GB;ES;7;2010;1505.258329;692245969
ES;GB;7;2010;1505.258329;51350748
GB;ES;8;2010;1505.258329;538720616
ES;GB;8;2010;1505.258329;19089861
GB;ES;9;2010;1505.258329;25085557
ES;GB;9;2010;1505.258329;10331990
GB;ES;10;2010;1505.258329;56883928
ES;GB;10;2010;1505.258329;209538749
GB;ES;11;2010;1505.258329;7271854
ES;GB;11;2010;1505.258329;5063557
GB;ES;12;2010;1505.258329;5531201
ES;GB;12;2010;1505.258329;4968614
GB;ES;13;2010;1505.258329;6822772
ES;GB;13;2010;1505.258329;3564240
GB;ES;14;2010;1505.258329;25854
ES;GB;14;2010;1505.258329;428060
GB;ES;15;2010;1505.258329;93757302
ES;GB;15;2010;1505.258329;8642430
GB;ES;16;2010;1505.258329;54079110
ES;GB;16;2010;1505.258329;29287431
GB;ES;17;2010;1505.258329;26987110
ES;GB;17;2010;1505.258329;66739357
GB;ES;18;2010;1505.258329;17928559
ES;GB;18;2010;1505.258329;19140649
GB;ES;19;2010;1505.258329;78768400
ES;GB;19;2010;1505.258329;49375570
GB;ES;20;2010;1505.258329;263417616
ES;GB;20;2010;1505.258329;12675453
GB;ES;1;2011;1505.258329;72443
ES;GB;1;2011;1505.258329;10407065
GB;ES;2;2011;1505.258329;81790543
ES;GB;2;2011;1505.258329;40451995
GB;ES;3;2011;1505.258329;16086420
ES;GB;3;2011;1505.258329;206088848
GB;ES;4;2011;1505.258329;39505901
ES;GB;4;2011;1505.258329;34709500
GB;ES;5;2011;1505.258329;7487292
ES;GB;5;2011;1505.258329;3346844
GB;ES;6;2011;1505.258329;11728165
ES;GB;6;2011;1505.258329;1526602
GB;ES;7;2011;1505.258329;720497031
ES;GB;7;2011;1505.258329;43013606
GB;ES;8;2011;1505.258329;607982075
ES;GB;8;2011;1505.258329;19459236
GB;ES;9;2011;1505.258329;23364316
ES;GB;9;2011;1505.258329;12722637
GB;ES;10;2011;1505.258329;66736812
ES;GB;10;2011;1505.258329;119026798
GB;ES;11;2011;1505.258329;7231576
ES;GB;11;2011;1505.258329;5160924
GB;ES;12;2011;1505.258329;5190518
ES;GB;12;2011;1505.258329;4793853
GB;ES;13;2011;1505.258329;6192294
ES;GB;13;2011;1505.258329;2781743
GB;ES;14;2011;1505.258329;33555
ES;GB;14;2011;1505.258329;192484
GB;ES;15;2011;1505.258329;88752277
ES;GB;15;2011;1505.258329;18602219
GB;ES;16;2011;1505.258329;82103192
ES;GB;16;2011;1505.258329;42899510
GB;ES;17;2011;1505.258329;25901251
ES;GB;17;2011;1505.258329;178977100
GB;ES;18;2011;1505.258329;18298291
ES;GB;18;2011;1505.258329;16994328
GB;ES;19;2011;1505.258329;94378536
ES;GB;19;2011;1505.258329;51763099
GB;ES;20;2011;1505.258329;323111399
ES;GB;20;2011;1505.258329;14690595
GB;ES;1;2012;1505.258329;40568
ES;GB;1;2012;1505.258329;10397754
GB;ES;2;2012;1505.258329;90317797
ES;GB;2;2012;1505.258329;44990099
GB;ES;3;2012;1505.258329;18050800
ES;GB;3;2012;1505.258329;190762655
GB;ES;4;2012;1505.258329;42858836
ES;GB;4;2012;1505.258329;37446540
GB;ES;5;2012;1505.258329;2786109
ES;GB;5;2012;1505.258329;3153394
GB;ES;6;2012;1505.258329;12611086
ES;GB;6;2012;1505.258329;760801
GB;ES;7;2012;1505.258329;737188959
ES;GB;7;2012;1505.258329;43816734
GB;ES;8;2012;1505.258329;671922199
ES;GB;8;2012;1505.258329;19180073
GB;ES;9;2012;1505.258329;27033707
ES;GB;9;2012;1505.258329;12311659
GB;ES;10;2012;1505.258329;79321806
ES;GB;10;2012;1505.258329;121238679
GB;ES;11;2012;1505.258329;4283362
ES;GB;11;2012;1505.258329;6380362
GB;ES;12;2012;1505.258329;11582383
ES;GB;12;2012;1505.258329;5436694
GB;ES;13;2012;1505.258329;7556183
ES;GB;13;2012;1505.258329;2136424
GB;ES;14;2012;1505.258329;97
ES;GB;14;2012;1505.258329;210612
GB;ES;15;2012;1505.258329;104313348
ES;GB;15;2012;1505.258329;14562873
GB;ES;16;2012;1505.258329;98418366
ES;GB;16;2012;1505.258329;23443261
GB;ES;17;2012;1505.258329;30972537
ES;GB;17;2012;1505.258329;114906835
GB;ES;18;2012;1505.258329;16103104
ES;GB;18;2012;1505.258329;30344317
GB;ES;19;2012;1505.258329;113337573
ES;GB;19;2012;1505.258329;48628055
GB;ES;20;2012;1505.258329;334307310
ES;GB;20;2012;1505.258329;13649320
GB;ES;1;2013;1505.258329;237999
ES;GB;1;2013;1505.258329;11603224
GB;ES;2;2013;1505.258329;114222827
ES;GB;2;2013;1505.258329;44029542
GB;ES;3;2013;1505.258329;15151683
ES;GB;3;2013;1505.258329;171226736
GB;ES;4;2013;1505.258329;47839673
ES;GB;4;2013;1505.258329;34902901
GB;ES;5;2013;1505.258329;4615018
ES;GB;5;2013;1505.258329;3484627
GB;ES;6;2013;1505.258329;19180080
ES;GB;6;2013;1505.258329;1218475
GB;ES;7;2013;1505.258329;821573793
ES;GB;7;2013;1505.258329;32792230
GB;ES;8;2013;1505.258329;709136011
ES;GB;8;2013;1505.258329;20025130
GB;ES;9;2013;1505.258329;27902827
ES;GB;9;2013;1505.258329;10852725
GB;ES;10;2013;1505.258329;70736132
ES;GB;10;2013;1505.258329;30101175
GB;ES;11;2013;1505.258329;4742700
ES;GB;11;2013;1505.258329;5807656
GB;ES;12;2013;1505.258329;9888941
ES;GB;12;2013;1505.258329;8633972
GB;ES;13;2013;1505.258329;8245034
ES;GB;13;2013;1505.258329;1677356
GB;ES;14;2013;1505.258329;656058
ES;GB;14;2013;1505.258329;173647
GB;ES;15;2013;1505.258329;155363874
ES;GB;15;2013;1505.258329;16969014
GB;ES;16;2013;1505.258329;109236091
ES;GB;16;2013;1505.258329;25574692
GB;ES;17;2013;1505.258329;43250438
ES;GB;17;2013;1505.258329;167916310
GB;ES;18;2013;1505.258329;16447292
ES;GB;18;2013;1505.258329;45121344
GB;ES;19;2013;1505.258329;107848870
ES;GB;19;2013;1505.258329;66694506
GB;ES;20;2013;1505.258329;335154431
ES;GB;20;2013;1505.258329;19464806
GB;ES;1;2014;1505.258329;313710
ES;GB;1;2014;1505.258329;10311522
GB;ES;2;2014;1505.258329;111224350
ES;GB;2;2014;1505.258329;39641291
GB;ES;3;2014;1505.258329;21518464
ES;GB;3;2014;1505.258329;197307729
GB;ES;4;2014;1505.258329;41876351
ES;GB;4;2014;1505.258329;37705178
GB;ES;5;2014;1505.258329;6877868
ES;GB;5;2014;1505.258329;3892626
GB;ES;6;2014;1505.258329;10850729
ES;GB;6;2014;1505.258329;1103656
GB;ES;7;2014;1505.258329;807421735
ES;GB;7;2014;1505.258329;32589178
GB;ES;8;2014;1505.258329;733515473
ES;GB;8;2014;1505.258329;22376036
GB;ES;9;2014;1505.258329;34489235
ES;GB;9;2014;1505.258329;15347199
GB;ES;10;2014;1505.258329;86272272
ES;GB;10;2014;1505.258329;112181036
GB;ES;11;2014;1505.258329;7142226
ES;GB;11;2014;1505.258329;9523679
GB;ES;12;2014;1505.258329;14801245
ES;GB;12;2014;1505.258329;9685728
GB;ES;13;2014;1505.258329;8852953
ES;GB;13;2014;1505.258329;1366642
GB;ES;14;2014;1505.258329;1141624
ES;GB;14;2014;1505.258329;189709
GB;ES;15;2014;1505.258329;131632754
ES;GB;15;2014;1505.258329;15828722
GB;ES;16;2014;1505.258329;107525328
ES;GB;16;2014;1505.258329;31491758
GB;ES;17;2014;1505.258329;46731849
ES;GB;17;2014;1505.258329;74727933
GB;ES;18;2014;1505.258329;23252466
ES;GB;18;2014;1505.258329;57643440
GB;ES;19;2014;1505.258329;119641443
ES;GB;19;2014;1505.258329;64339409
GB;ES;20;2014;1505.258329;292569629
ES;GB;20;2014;1505.258329;16966444
GB;ES;1;2015;1505.258329;314145
ES;GB;1;2015;1505.258329;9990538
GB;ES;2;2015;1505.258329;140984587
ES;GB;2;2015;1505.258329;47631402
GB;ES;3;2015;1505.258329;25319340
ES;GB;3;2015;1505.258329;207946798
GB;ES;4;2015;1505.258329;54493674
ES;GB;4;2015;1505.258329;40540624
GB;ES;5;2015;1505.258329;6528050
ES;GB;5;2015;1505.258329;2720896
GB;ES;6;2015;1505.258329;15171258
ES;GB;6;2015;1505.258329;1464714
GB;ES;7;2015;1505.258329;995681626
ES;GB;7;2015;1505.258329;39541740
GB;ES;8;2015;1505.258329;924622656
ES;GB;8;2015;1505.258329;30886294
GB;ES;9;2015;1505.258329;40465755
ES;GB;9;2015;1505.258329;16944267
GB;ES;10;2015;1505.258329;70619228
ES;GB;10;2015;1505.258329;148421380
GB;ES;11;2015;1505.258329;11259287
ES;GB;11;2015;1505.258329;10069551
GB;ES;12;2015;1505.258329;21493875
ES;GB;12;2015;1505.258329;9502040
GB;ES;13;2015;1505.258329;7420653
ES;GB;13;2015;1505.258329;2226037
GB;ES;14;2015;1505.258329;910395
ES;GB;14;2015;1505.258329;193764
GB;ES;15;2015;1505.258329;160588607
ES;GB;15;2015;1505.258329;35660311
GB;ES;16;2015;1505.258329;125134039
ES;GB;16;2015;1505.258329;26665087
GB;ES;17;2015;1505.258329;41152618
ES;GB;17;2015;1505.258329;44626222
GB;ES;18;2015;1505.258329;24243677
ES;GB;18;2015;1505.258329;74953070
GB;ES;19;2015;1505.258329;135640939
ES;GB;19;2015;1505.258329;76531663
GB;ES;20;2015;1505.258329;294276252
ES;GB;20;2015;1505.258329;15708380
GB;ES;1;2016;1505.258329;150110
ES;GB;1;2016;1505.258329;9935551
GB;ES;2;2016;1505.258329;141343028
ES;GB;2;2016;1505.258329;49960444
GB;ES;3;2016;1505.258329;32394251
ES;GB;3;2016;1505.258329;221036074
GB;ES;4;2016;1505.258329;58041577
ES;GB;4;2016;1505.258329;46033998
GB;ES;5;2016;1505.258329;5465198
ES;GB;5;2016;1505.258329;2500749
GB;ES;6;2016;1505.258329;6921997
ES;GB;6;2016;1505.258329;2658227
GB;ES;7;2016;1505.258329;1027148729
ES;GB;7;2016;1505.258329;39459876
GB;ES;8;2016;1505.258329;1013457307
ES;GB;8;2016;1505.258329;13836748
GB;ES;9;2016;1505.258329;43345412
ES;GB;9;2016;1505.258329;19794300
GB;ES;10;2016;1505.258329;54788999
ES;GB;10;2016;1505.258329;242692072
GB;ES;11;2016;1505.258329;9400882
ES;GB;11;2016;1505.258329;12954562
GB;ES;12;2016;1505.258329;16670004
ES;GB;12;2016;1505.258329;8380700
GB;ES;13;2016;1505.258329;8207133
ES;GB;13;2016;1505.258329;1988055
GB;ES;14;2016;1505.258329;795318
ES;GB;14;2016;1505.258329;156841
GB;ES;15;2016;1505.258329;163021660
ES;GB;15;2016;1505.258329;17329130
GB;ES;16;2016;1505.258329;131721301
ES;GB;16;2016;1505.258329;30239532
GB;ES;17;2016;1505.258329;43976487
ES;GB;17;2016;1505.258329;34994108
GB;ES;18;2016;1505.258329;26083460
ES;GB;18;2016;1505.258329;74783737
GB;ES;19;2016;1505.258329;139550338
ES;GB;19;2016;1505.258329;63566023
GB;ES;20;2016;1505.258329;299675136
ES;GB;20;2016;1505.258329;18049559
SE;BE;1;2007;1534.474817;1291563
BE;SE;1;2007;1534.474817;1018899
SE;BE;2;2007;1534.474817;7317958
BE;SE;2;2007;1534.474817;816912
SE;BE;3;2007;1534.474817;1586567
BE;SE;3;2007;1534.474817;22841731
SE;BE;4;2007;1534.474817;3919833
BE;SE;4;2007;1534.474817;4133901
SE;BE;5;2007;1534.474817;174424
BE;SE;5;2007;1534.474817;125301
SE;BE;6;2007;1534.474817;2795593
BE;SE;6;2007;1534.474817;16297
SE;BE;7;2007;1534.474817;26672763
BE;SE;7;2007;1534.474817;677238
SE;BE;8;2007;1534.474817;39611912
BE;SE;8;2007;1534.474817;3252012
SE;BE;9;2007;1534.474817;10058602
BE;SE;9;2007;1534.474817;988571
SE;BE;10;2007;1534.474817;8774046
BE;SE;10;2007;1534.474817;2272119
SE;BE;11;2007;1534.474817;3539205
BE;SE;11;2007;1534.474817;1899900
SE;BE;12;2007;1534.474817;3710970
BE;SE;12;2007;1534.474817;185572
SE;BE;13;2007;1534.474817;118021
BE;SE;13;2007;1534.474817;73829
SE;BE;14;2007;1534.474817;112099
SE;BE;15;2007;1534.474817;15707812
BE;SE;15;2007;1534.474817;640702
SE;BE;16;2007;1534.474817;9595889
BE;SE;16;2007;1534.474817;10587391
SE;BE;17;2007;1534.474817;7689095
BE;SE;17;2007;1534.474817;1137542
SE;BE;18;2007;1534.474817;31877415
BE;SE;18;2007;1534.474817;6867949
SE;BE;19;2007;1534.474817;42003348
BE;SE;19;2007;1534.474817;12176734
SE;BE;20;2007;1534.474817;25483264
BE;SE;20;2007;1534.474817;7056923
SE;BE;1;2008;1534.474817;3008746
BE;SE;1;2008;1534.474817;40789
SE;BE;2;2008;1534.474817;10298539
BE;SE;2;2008;1534.474817;988098
SE;BE;3;2008;1534.474817;2297283
BE;SE;3;2008;1534.474817;25051477
SE;BE;4;2008;1534.474817;3494878
BE;SE;4;2008;1534.474817;2824436
SE;BE;5;2008;1534.474817;181669
BE;SE;5;2008;1534.474817;54082
SE;BE;6;2008;1534.474817;3018161
BE;SE;6;2008;1534.474817;2434
SE;BE;7;2008;1534.474817;31819786
BE;SE;7;2008;1534.474817;492175
SE;BE;8;2008;1534.474817;39122056
BE;SE;8;2008;1534.474817;2477125
SE;BE;9;2008;1534.474817;9364451
BE;SE;9;2008;1534.474817;1616885
SE;BE;10;2008;1534.474817;7961062
BE;SE;10;2008;1534.474817;13123298
SE;BE;11;2008;1534.474817;3692782
BE;SE;11;2008;1534.474817;93865
SE;BE;12;2008;1534.474817;3338003
BE;SE;12;2008;1534.474817;56748
SE;BE;13;2008;1534.474817;139547
BE;SE;13;2008;1534.474817;118763
SE;BE;14;2008;1534.474817;34848
SE;BE;15;2008;1534.474817;33912567
BE;SE;15;2008;1534.474817;1070889
SE;BE;16;2008;1534.474817;11855888
BE;SE;16;2008;1534.474817;11174242
SE;BE;17;2008;1534.474817;8705818
BE;SE;17;2008;1534.474817;1214994
SE;BE;18;2008;1534.474817;37064923
BE;SE;18;2008;1534.474817;6975429
SE;BE;19;2008;1534.474817;42142766
BE;SE;19;2008;1534.474817;13461367
SE;BE;20;2008;1534.474817;27816900
BE;SE;20;2008;1534.474817;8435466
SE;BE;1;2009;1534.474817;39656
BE;SE;1;2009;1534.474817;581856
SE;BE;2;2009;1534.474817;8416348
BE;SE;2;2009;1534.474817;1036246
SE;BE;3;2009;1534.474817;2150440
BE;SE;3;2009;1534.474817;25892308
SE;BE;4;2009;1534.474817;4129725
BE;SE;4;2009;1534.474817;2551236
SE;BE;5;2009;1534.474817;41593
BE;SE;5;2009;1534.474817;117834
SE;BE;6;2009;1534.474817;2626253
BE;SE;6;2009;1534.474817;9649
SE;BE;7;2009;1534.474817;29330423
BE;SE;7;2009;1534.474817;443323
SE;BE;8;2009;1534.474817;31797199
BE;SE;8;2009;1534.474817;2473403
SE;BE;9;2009;1534.474817;9487214
BE;SE;9;2009;1534.474817;1621295
SE;BE;10;2009;1534.474817;8026590
BE;SE;10;2009;1534.474817;6849554
SE;BE;11;2009;1534.474817;3968478
BE;SE;11;2009;1534.474817;1504941
SE;BE;12;2009;1534.474817;1163672
BE;SE;12;2009;1534.474817;3801826
SE;BE;13;2009;1534.474817;57802
BE;SE;13;2009;1534.474817;107639
SE;BE;14;2009;1534.474817;31025
SE;BE;15;2009;1534.474817;43740932
BE;SE;15;2009;1534.474817;922991
SE;BE;16;2009;1534.474817;11790391
BE;SE;16;2009;1534.474817;10828444
SE;BE;17;2009;1534.474817;7602173
BE;SE;17;2009;1534.474817;839084
SE;BE;18;2009;1534.474817;32861451
BE;SE;18;2009;1534.474817;5668325
SE;BE;19;2009;1534.474817;44236714
BE;SE;19;2009;1534.474817;12089761
SE;BE;20;2009;1534.474817;39578053
BE;SE;20;2009;1534.474817;8799914
SE;BE;1;2010;1534.474817;42025
BE;SE;1;2010;1534.474817;145608
SE;BE;2;2010;1534.474817;9607256
BE;SE;2;2010;1534.474817;1092628
SE;BE;3;2010;1534.474817;2727405
BE;SE;3;2010;1534.474817;36089509
SE;BE;4;2010;1534.474817;4760602
BE;SE;4;2010;1534.474817;4270320
SE;BE;5;2010;1534.474817;44866
BE;SE;5;2010;1534.474817;162473
SE;BE;6;2010;1534.474817;2676837
BE;SE;6;2010;1534.474817;9660
SE;BE;7;2010;1534.474817;26707880
BE;SE;7;2010;1534.474817;620484
SE;BE;8;2010;1534.474817;38791409
BE;SE;8;2010;1534.474817;1442799
SE;BE;9;2010;1534.474817;11255416
BE;SE;9;2010;1534.474817;1447154
SE;BE;10;2010;1534.474817;7205482
BE;SE;10;2010;1534.474817;4476131
SE;BE;11;2010;1534.474817;3290983
BE;SE;11;2010;1534.474817;67212
SE;BE;12;2010;1534.474817;693658
BE;SE;12;2010;1534.474817;1088857
SE;BE;13;2010;1534.474817;444037
BE;SE;13;2010;1534.474817;55022
SE;BE;14;2010;1534.474817;112045
SE;BE;15;2010;1534.474817;57759043
BE;SE;15;2010;1534.474817;1705257
SE;BE;16;2010;1534.474817;11948361
BE;SE;16;2010;1534.474817;12731327
SE;BE;17;2010;1534.474817;9052782
BE;SE;17;2010;1534.474817;889162
SE;BE;18;2010;1534.474817;39494396
BE;SE;18;2010;1534.474817;6930491
SE;BE;19;2010;1534.474817;47671112
BE;SE;19;2010;1534.474817;13366453
SE;BE;20;2010;1534.474817;43524462
BE;SE;20;2010;1534.474817;5832112
